    горад Віцебск
    вёска Гэйбавічы, Камайскі сельсавет
    вёска Дашкі, Камайскі сельсавет
    вёска Дашкі Вялікія, Камайскі сельсавет
    вёска Дашкі Малыя, Камайскі сельсавет
    вёска Дварчаны, Камайскі сельсавет
    вёска Дзяўгуны, Камайскі сельсавет
    вёска Драбышы, Камайскі сельсавет
    вёска Ейны, Камайскі сельсавет
    хутар Ерынова, Камайскі сельсавет
    вёска Ёдаўцы, Камайскі сельсавет
    вёска Ёцішкі, Камайскі сельсавет
    вёска Жардэлі, Камайскі сельсавет
    вёска Жарскія, Камайскі сельсавет
    вёска Жары, Камайскі сельсавет
    вёска Загачча, Камайскі сельсавет
    вёска Камаі, Камайскі сельсавет
    рзд Камайка, Камайскі сельсавет
    вёска Канябічы, Камайскі сельсавет
    вёска Каралінова, Камайскі сельсавет
    вёска Краскі, Камайскі сельсавет
    вёска Крукі 1, Камайскі сельсавет
    вёска Крукі 2, Камайскі сельсавет
    вёска Кукляны, Камайскі сельсавет
    вёска Лапінцы, Камайскі сельсавет
    вёска Лодасі, Камайскі сельсавет
    вёска Лявонавічы, Камайскі сельсавет
    вёска Лявонкі, Камайскі сельсавет
    вёска Мацковічы, Камайскі сельсавет
    вёска Мацуты, Камайскі сельсавет
    вёска Мірклішкі, Камайскі сельсавет
    вёска Муляры, Камайскі сельсавет
    вёска Мумішкі, Камайскі сельсавет
    вёска Мунцавічы, Камайскі сельсавет
    вёска Мягуны, Камайскі сельсавет
    хутар Нохаўшчына, Камайскі сельсавет
    вёска Оцкавічы, Камайскі сельсавет
    хутар Падаляхнішкі, Камайскі сельсавет
    вёска Падлявонавічы, Камайскі сельсавет
    хутар Падсосна, Камайскі сельсавет
    хутар Пнёва, Камайскі сельсавет
    вёска Пуцяцішкі, Камайскі сельсавет
    вёска Пятровічы, Камайскі сельсавет
    вёска Рагалі, Камайскі сельсавет
    вёска Рамашкавічы, Камайскі сельсавет
    вёска Рубеж, Камайскі сельсавет
    вёска Рудзі, Камайскі сельсавет
    вёска Сакуны, Камайскі сельсавет
    хутар Свербляўшчына, Камайскі сельсавет
    вёска Свіраны, Камайскі сельсавет
    вёска Старчуны, Камайскі сельсавет
    вёска Сурвілішкі, Камайскі сельсавет
    вёска Трапшавічы, Камайскі сельсавет
    хутар Фаворкі, Камайскі сельсавет
    вёска Філіпоўцы, Камайскі сельсавет
    вёска Цябуты, Камайскі сельсавет
    вёска Цялятнікі, Камайскі сельсавет
    вёска Чарняты, Камайскі сельсавет
    вёска Чычэлі, Камайскі сельсавет
    вёска Шкіралі, Камайскі сельсавет
    хутар Шыльва, Камайскі сельсавет
    вёска Юзафінопаль, Камайскі сельсавет
    вёска Янкішкі, Камайскі сельсавет
    вёска Янковічы, Камайскі сельсавет
    вёска Андроны, Курапольскі сельсавет
    вёска Бараўкі, Курапольскі сельсавет
    вёска Бірвіта, Курапольскі сельсавет
    вёска Валодзькі, Курапольскі сельсавет
    вёска Валожына 1, Курапольскі сельсавет
    вёска Валожына 2, Курапольскі сельсавет
    вёска Васіліны, Курапольскі сельсавет
    вёска Дзеткава, Курапольскі сельсавет
    хутар Кавалёва, Курапольскі сельсавет
    вёска Кадукі, Курапольскі сельсавет
    вёска Койры, Курапольскі сельсавет
    вёска Кундры, Курапольскі сельсавет
    вёска Кураполле, Курапольскі сельсавет
    вёска Лапосі, Курапольскі сельсавет
    вёска Лескава, Курапольскі сельсавет
    хутар Мамулі, Курапольскі сельсавет
    вёска Маскалішкі, Курапольскі сельсавет
    вёска Пашкава, Курапольскі сельсавет
    вёска Пушкары, Курапольскі сельсавет
    вёска Рабекі, Курапольскі сельсавет
    вёска Русакі, Курапольскі сельсавет
    вёска Рыбчаны, Курапольскі сельсавет
    вёска Старыца, Курапольскі сельсавет
    вёска Турлы, Курапольскі сельсавет
    вёска Целякі, Курапольскі сельсавет
    вёска Цёплыя, Курапольскі сельсавет
    вёска Чарты, Курапольскі сельсавет
    вёска Чарэмушнікі Пагарныя, Курапольскі сельсавет
    вёска Чарэмушнікі Падзісенныя, Курапольскі сельсавет
    вёска Чашуны, Курапольскі сельсавет
    вёска Шылаватае, Курапольскі сельсавет
    вёска Абрамаўшчына, Лынтупскі сельсавет
    вёска Ажуройсці, Лынтупскі сельсавет
    вёска Апідамы, Лынтупскі сельсавет
    вёска Баяры, Лынтупскі сельсавет
    вёска Белішкі, Лынтупскі сельсавет
    вёска Бялянішкі, Лынтупскі сельсавет
    вёска Вайшкілог, Лынтупскі сельсавет
    вёска Вайшкуны, Лынтупскі сельсавет
    вёска Васкаўшчына, Лынтупскі сельсавет
    вёска Вейсішкі, Лынтупскі сельсавет
    вёска Вердашышкі, Лынтупскі сельсавет
    вёска Выгары, Лынтупскі сельсавет
    вёска Высокія, Лынтупскі сельсавет
    вёска Вялічкі, Лынтупскі сельсавет
    вёска Гайлюны, Лынтупскі сельсавет
    вёска Галышышкі, Лынтупскі сельсавет
    вёска Гіруці, Лынтупскі сельсавет
    вёска Гроцкаўшчына, Лынтупскі сельсавет
    вёска Гудэлішкі, Лынтупскі сельсавет
    вёска Гурніца, Лынтупскі сельсавет
    вёска Дамуці, Лынтупскі сельсавет
    вёска Данеўцы, Лынтупскі сельсавет
    вёска Дварчаны, Лынтупскі сельсавет
    вёска Дзяўгуцішкі, Лынтупскі сельсавет
    вёска Дуброўшчына, Лынтупскі сельсавет
    вёска Жакі, Лынтупскі сельсавет
    вёска Жвірынка, Лынтупскі сельсавет
    вёска Жвойрышкі Вялікія, Лынтупскі сельсавет
    вёска Жвойрышкі Малыя, Лынтупскі сельсавет
    вёска Жыгуны, Лынтупскі сельсавет
    хутар Залессе, Лынтупскі сельсавет
    вёска Ігнацішкі, Лынтупскі сельсавет
    вёска Кабыльнішкі, Лынтупскі сельсавет
    вёска Кавалі, Лынтупскі сельсавет
    вёска Казнадзеюшкі, Лынтупскі сельсавет
    вёска Каптаруны, Лынтупскі сельсавет
    вёска Койры, Лынтупскі сельсавет
    вёска Куцішкі, Лынтупскі сельсавет
    вёска Лапуны, Лынтупскі сельсавет
    вёска Лаўцы, Лынтупскі сельсавет
    вёска Лопуці, Лынтупскі сельсавет
    вёска Марачы, Лынтупскі сельсавет
    вёска Масленікі, Лынтупскі сельсавет
    вёска Міцкяны, Лынтупскі сельсавет
    вёска Навасёлкі 2, Лынтупскі сельсавет
    хутар Нарушышкі, Лынтупскі сельсавет
    вёска Падвішняк, Лынтупскі сельсавет
    вёска Пад'ясенка, Лынтупскі сельсавет
    вёска Палессе, Лынтупскі сельсавет
    вёска Палхуны, Лынтупскі сельсавет
    вёска Папоўцы, Лынтупскі сельсавет
    вёска Паташня, Лынтупскі сельсавет
    вёска Пеляка, Лынтупскі сельсавет
    вёска Петрышкі, Лынтупскі сельсавет
    вёска Пешкаўцы, Лынтупскі сельсавет
    вёска Попелікі, Лынтупскі сельсавет
    вёска Пушча 1, Лынтупскі сельсавет
    вёска Пятруці, Лынтупскі сельсавет
    вёска Рагалі, Лынтупскі сельсавет
    вёска Рагонішкі, Лынтупскі сельсавет
    вёска Раманішкі, Лынтупскі сельсавет
    вёска Рамейкі, Лынтупскі сельсавет
    вёска Рачаны, Лынтупскі сельсавет
    вёска Роскаш, Лынтупскі сельсавет
    вёска Роўнае Поле, Лынтупскі сельсавет
    вёска Русакі, Лынтупскі сельсавет
    вёска Рынкяны, Лынтупскі сельсавет
    вёска Рэдута, Лынтупскі сельсавет
    вёска Рэпішкі, Лынтупскі сельсавет
    вёска Саболкі, Лынтупскі сельсавет
    вёска Саранчаны, Лынтупскі сельсавет
    вёска Свірдуны, Лынтупскі сельсавет
    вёска Свіркі, Лынтупскі сельсавет
    вёска Свірплішкі, Лынтупскі сельсавет
    вёска Сенькішкі, Лынтупскі сельсавет
    вёска Скарпаўцы, Лынтупскі сельсавет
    вёска Скрунды, Лынтупскі сельсавет
    вёска Станчыкі, Лынтупскі сельсавет
    вёска Стонішкі, Лынтупскі сельсавет
    вёска Стукаўшчына, Лынтупскі сельсавет
    вёска Субачы, Лынтупскі сельсавет
    вёска Сухарышкі, Лынтупскі сельсавет
    вёска Трабуцішкі, Лынтупскі сельсавет
    вёска Трапшышкі, Лынтупскі сельсавет
    вёска Фаворы, Лынтупскі сельсавет
    вёска Цырклішкі Вялікія, Лынтупскі сельсавет
    вёска Чопанішкі, Лынтупскі сельсавет
    вёска Чырвоны Ручай, Лынтупскі сельсавет
    вёска Шудаўцы, Лынтупскі сельсавет
    вёска Шчэрбішкі, Лынтупскі сельсавет
    вёска Янанішкі, Лынтупскі сельсавет
    вёска Яўнелішкі, Лынтупскі сельсавет
    вёска Ажарцы, Навасёлкаўскі сельсавет
    хутар Багданова, Навасёлкаўскі сельсавет
    хутар Барсучы Мох, Навасёлкаўскі сельсавет
    вёска Вароны, Навасёлкаўскі сельсавет
    вёска Ваўкі, Навасёлкаўскі сельсавет
    вёска Вештарты, Навасёлкаўскі сельсавет
    вёска Гаўрылавічы, Навасёлкаўскі сельсавет
    вёска Гінева Вялікае, Навасёлкаўскі сельсавет
    вёска Гінева Малое, Навасёлкаўскі сельсавет
    вёска Грэйцева, Навасёлкаўскі сельсавет
    вёска Дашчынкі, Навасёлкаўскі сельсавет
    вёска Ельнякі, Навасёлкаўскі сельсавет
    вёска Жалязоўшчына, Навасёлкаўскі сельсавет
    вёска Жукі, Навасёлкаўскі сельсавет
    вёска Жылінскія, Навасёлкаўскі сельсавет
    вёска Забалацце, Навасёлкаўскі сельсавет
    вёска Кавалі, Навасёлкаўскі сельсавет
    вёска Каменка, Навасёлкаўскі сельсавет
    вёска Каралі, Навасёлкаўскі сельсавет
    вёска Карпавічы, Навасёлкаўскі сельсавет
    вёска Кебнева, Навасёлкаўскі сельсавет
    вёска Коўзаны, Навасёлкаўскі сельсавет
    вёска Кролікі, Навасёлкаўскі сельсавет
    вёска Крывы Мост, Навасёлкаўскі сельсавет
    вёска Курды, Навасёлкаўскі сельсавет
    вёска Курсевічы, Навасёлкаўскі сельсавет
    вёска Ламіжына, Навасёлкаўскі сельсавет
    хутар Лаўрынова, Навасёлкаўскі сельсавет
    вёска Ліпаўка, Навасёлкаўскі сельсавет
    вёска Лукашова, Навасёлкаўскі сельсавет
    вёска Лучай, Навасёлкаўскі сельсавет
    вёска Манчаняты, Навасёлкаўскі сельсавет
    вёска Мар'янполле, Навасёлкаўскі сельсавет
    вёска Мацуры, Навасёлкаўскі сельсавет
    вёска Навасёлкі, Навасёлкаўскі сельсавет
    вёска Надазер'е, Навасёлкаўскі сельсавет
    вёска Пагарцы, Навасёлкаўскі сельсавет
    вёска Прамышляды, Навасёлкаўскі сельсавет
    вёска Пухаўка, Навасёлкаўскі сельсавет
    вёска Равы, Навасёлкаўскі сельсавет
    вёска Рудзевічы, Навасёлкаўскі сельсавет
    вёска Рылькі, Навасёлкаўскі сельсавет
    вёска Сакалы, Навасёлкаўскі сельсавет
    вёска Салаўіха, Навасёлкаўскі сельсавет
    вёска Сарапоны, Навасёлкаўскі сельсавет
    вёска Сіманы, Навасёлкаўскі сельсавет
    вёска Скварцова, Навасёлкаўскі сельсавет
    вёска Слабада, Навасёлкаўскі сельсавет
    вёска Франопаль, Навасёлкаўскі сельсавет
    вёска Цешылава, Навасёлкаўскі сельсавет
    вёска Шынаўшчына, Навасёлкаўскі сельсавет
    хутар Юхнава, Навасёлкаўскі сельсавет
    вёска Аўласы, Шыркаўскі сельсавет
    вёска Бацвінавічы, Шыркаўскі сельсавет
    вёска Вярэнькі, Шыркаўскі сельсавет
    вёска Дзеравянкі, Шыркаўскі сельсавет
    вёска Доўжа, Шыркаўскі сельсавет
    вёска Ідаліна, Шыркаўскі сельсавет
    вёска Кашыцы, Шыркаўскі сельсавет
    вёска Койры, Шыркаўскі сельсавет
    вёска Ліпнікі, Шыркаўскі сельсавет
    вёска Макараўцы, Шыркаўскі сельсавет
    вёска Падаляны, Шыркаўскі сельсавет
    вёска Параскі, Шыркаўскі сельсавет
    вёска Пятроўшчына, Шыркаўскі сельсавет
    вёска Рамелькі, Шыркаўскі сельсавет
    вёска Салаўі, Шыркаўскі сельсавет
    вёска Сіманькі, Шыркаўскі сельсавет
    вёска Скураты, Шыркаўскі сельсавет
    вёска Споры Вялікія, Шыркаўскі сельсавет
    вёска Труханкі, Шыркаўскі сельсавет
    вёска Фалевічы, Шыркаўскі сельсавет
    вёска Шабаны, Шыркаўскі сельсавет
    вёска Шусціцкія, Шыркаўскі сельсавет
    вёска Шыркі, Шыркаўскі сельсавет
    вёска Юшкаўшчына, Шыркаўскі сельсавет
    вёска Якавічы, Шыркаўскі сельсавет
    вёска Ясева, Шыркаўскі сельсавет
    вёска Яськавічы, Шыркаўскі сельсавет
    вёска Яцавічы, Шыркаўскі сельсавет
    вёска Агароднікі, Юнькаўскі сельсавет
    вёска Ажарава, Юнькаўскі сельсавет
    вёска Бакавічы, Юнькаўскі сельсавет
    вёска Баранавічы, Юнькаўскі сельсавет
    хутар Белыя, Юнькаўскі сельсавет
    вёска Біюці, Юнькаўскі сельсавет
    вёска Боцьвіны, Юнькаўскі сельсавет
    вёска Будзева, Юнькаўскі сельсавет
    вёска Весялуха, Юнькаўскі сельсавет
    вёска Гогава, Юнькаўскі сельсавет
    вёска Груздава, Юнькаўскі сельсавет
    вёска Грыдзькі, Юнькаўскі сельсавет
    вёска Гутары, Юнькаўскі сельсавет
    вёска Дашкі, Юнькаўскі сельсавет
    вёска Захараўшчына, Юнькаўскі сельсавет
    вёска Казічы, Юнькаўскі сельсавет
    вёска Калееўцы, Юнькаўскі сельсавет
    вёска Касцяні, Юнькаўскі сельсавет
    вёска Кубаркі, Юнькаўскі сельсавет
    вёска Кулакова, Юнькаўскі сельсавет
    вёска Курылавічы, Юнькаўскі сельсавет
    хутар Лаўкі, Юнькаўскі сельсавет
    вёска Логавінцы, Юнькаўскі сельсавет
    вёска Манькавічы, Юнькаўскі сельсавет
    вёска Міськія, Юнькаўскі сельсавет
    вёска Міхнічы, Юнькаўскі сельсавет
    вёска Мястэчка, Юнькаўскі сельсавет
    вёска Пацкавічы, Юнькаўскі сельсавет
    вёска Перавознікі, Юнькаўскі сельсавет
    вёска Плаксы, Юнькаўскі сельсавет
    вёска Пожарцы, Юнькаўскі сельсавет
    вёска Пятрагі, Юнькаўскі сельсавет
    вёска Ралаўцы, Юнькаўскі сельсавет
    вёска Русіны, Юнькаўскі сельсавет
    вёска Савічы, Юнькаўскі сельсавет
    вёска Сарочына, Юнькаўскі сельсавет
    вёска Сліжова, Юнькаўскі сельсавет
    вёска Смыччо, Юнькаўскі сельсавет
    вёска Соўкі, Юнькаўскі сельсавет
    вёска Тарасаўка, Юнькаўскі сельсавет
    вёска Чаранкі, Юнькаўскі сельсавет
    хутар Чыгуначная Казарма, Юнькаўскі сельсавет
    вёска Шурпікі, Юнькаўскі сельсавет
    вёска Юнькі, Юнькаўскі сельсавет
    вёска Азёркі, Ярэўскі сельсавет
    вёска Вілейты, Ярэўскі сельсавет
    вёска Волахі, Ярэўскі сельсавет
    вёска Волься Вялікая, Ярэўскі сельсавет
    вёска Дукі, Ярэўскі сельсавет
    вёска Заброддзе, Ярэўскі сельсавет
    хутар Загатскот, Ярэўскі сельсавет
    вёска Задзеўе, Ярэўскі сельсавет
    вёска Курты, Ярэўскі сельсавет
    вёска Ліцвінкі, Ярэўскі сельсавет
    вёска Мажэйкі, Ярэўскі сельсавет
    вёска Мольдзевічы, Ярэўскі сельсавет
    вёска Муляры Лясныя, Ярэўскі сельсавет
    вёска Невярышкі, Ярэўскі сельсавет
    вёска Новы Двор, Ярэўскі сельсавет
    вёска Норкавічы, Ярэўскі сельсавет
    вёска Родзі, Ярэўскі сельсавет
    вёска Свілэлі, Ярэўскі сельсавет
    вёска Сіўцы, Ярэўскі сельсавет
    вёска Хацілы, Ярэўскі сельсавет
    вёска Цаліно, Ярэўскі сельсавет
    пасёлак Чыгуначная Казарма, Ярэўскі сельсавет
    вёска Ярэва, Ярэўскі сельсавет
    гарадскі пасёлак Ветрына
    вёска Адамова, Адамоўскі сельсавет
    вёска Балдышы, Адамоўскі сельсавет
    вёска Бела-Мацейкава, Адамоўскі сельсавет
    вёска Галякова, Адамоўскі сельсавет
    вёска Грамошча, Адамоўскі сельсавет
    вёска Заполле, Адамоўскі сельсавет
    вёска Канстанцінава, Адамоўскі сельсавет
    вёска Качарэжына, Адамоўскі сельсавет
    вёска Кеўлы, Адамоўскі сельсавет
    вёска Крумплева, Адамоўскі сельсавет
    вёска Кулікова, Адамоўскі сельсавет
    вёска Кушлікі, Адамоўскі сельсавет
    вёска Мацейкава, Адамоўскі сельсавет
    вёска Мацюшы, Адамоўскі сельсавет
    вёска Мётлы, Адамоўскі сельсавет
    вёска Мікуліна, Адамоўскі сельсавет
    вёска Навінне, Адамоўскі сельсавет
    вёска Новыя Замшаны, Адамоўскі сельсавет
    вёска Падазерцы, Адамоўскі сельсавет
    вёска Парфенаўцы, Адамоўскі сельсавет
    вёска Плігаўкі, Адамоўскі сельсавет
    вёска Пярхальшчына, Адамоўскі сельсавет
    вёска Рабінаўка, Адамоўскі сельсавет
    вёска Райкова, Адамоўскі сельсавет
    вёска Струбкі, Адамоўскі сельсавет
    вёска Фёдарава, Адамоўскі сельсавет
    вёска Церасполле, Адамоўскі сельсавет
    вёска Якубенкі, Адамоўскі сельсавет
    вёска Азіна, Азінскі сельсавет
    вёска Арцейкавічы, Азінскі сельсавет
    вёска Бараўцы, Азінскі сельсавет
    вёска Баркі, Азінскі сельсавет
    вёска Дохнары, Азінскі сельсавет
    вёска Званае, Азінскі сельсавет
    вёска Кацельна, Азінскі сельсавет
    вёска Лагуны, Азінскі сельсавет
    вёска Ларкаўцы, Азінскі сельсавет
    вёска Лісуны, Азінскі сельсавет
    вёска Рудня, Азінскі сельсавет
    вёска Сяльцо Белае, Азінскі сельсавет
    вёска Уладычына, Азінскі сельсавет
    вёска Цінаўка, Азінскі сельсавет
    вёска Астроўшчына, Астроўшчынскі сельсавет
    вёска Аўдзеева, Астроўшчынскі сельсавет
    вёска Бяздзедавічы 2, Астроўшчынскі сельсавет
    вёска Венцавое, Астроўшчынскі сельсавет
    вёска Верхнія Марозы, Астроўшчынскі сельсавет
    вёска Гамоўшчына, Астроўшчынскі сельсавет
    вёска Жаўнова, Астроўшчынскі сельсавет
    вёска Завалынка, Астроўшчынскі сельсавет
    вёска Карсюкі, Астроўшчынскі сельсавет
    вёска Касарэва, Астроўшчынскі сельсавет
    вёска Ліцвінава, Астроўшчынскі сельсавет
    вёска Лужайкі, Астроўшчынскі сельсавет
    вёска Мышчана, Астроўшчынскі сельсавет
    вёска Нача-Шпакоўшчына, Астроўшчынскі сельсавет
    вёска Ніжнія Марозы, Астроўшчынскі сельсавет
    вёска Палюдавічы, Астроўшчынскі сельсавет
    вёска Паншэвічы, Астроўшчынскі сельсавет
    вёска Пятроўцы, Астроўшчынскі сельсавет
    вёска Радкоўшчына, Астроўшчынскі сельсавет
    вёска Рубанава, Астроўшчынскі сельсавет
    вёска Сарокі, Астроўшчынскі сельсавет
    вёска Сіпоўшчына, Астроўшчынскі сельсавет
    вёска Субаўшчына, Астроўшчынскі сельсавет
    вёска Чарнаручча, Астроўшчынскі сельсавет
    вёска Шпакоўшчына, Астроўшчынскі сельсавет
    вёска Антонавічы, Бабыніцкі сельсавет
    вёска Арэхаўна, Бабыніцкі сельсавет
    вёска Бабынічы, Бабыніцкі сельсавет
    вёска Багушова, Бабыніцкі сельсавет
    вёска Баярова, Бабыніцкі сельсавет
    вёска Будзькаўшчына, Бабыніцкі сельсавет
    вёска Быстрыца, Бабыніцкі сельсавет
    вёска Бярэзінец, Бабыніцкі сельсавет
    вёска Вуглы, Бабыніцкі сельсавет
    вёска Вуглы 2, Бабыніцкі сельсавет
    вёска Вухвішча, Бабыніцкі сельсавет
    вёска Вялікае Сяло, Бабыніцкі сельсавет
    вёска Гімрава, Бабыніцкі сельсавет
    вёска Дварэц, Бабыніцкі сельсавет
    вёска Двор Саланевічы, Бабыніцкі сельсавет
    вёска Жураўна, Бабыніцкі сельсавет
    вёска Забелле 1, Бабыніцкі сельсавет
    вёска Забелле 2, Бабыніцкі сельсавет
    вёска Загарані, Бабыніцкі сельсавет
    вёска Загацце, Бабыніцкі сельсавет
    вёска Замошша 1, Бабыніцкі сельсавет
    вёска Замошша 2, Бабыніцкі сельсавет
    вёска Кармалысы, Бабыніцкі сельсавет
    вёска Лабэцкія, Бабыніцкі сельсавет
    вёска Лесава, Бабыніцкі сельсавет
    вёска Лука, Бабыніцкі сельсавет
    вёска Марозенкі, Бабыніцкі сельсавет
    вёска Мураўі, Бабыніцкі сельсавет
    вёска Надазёрная, Бабыніцкі сельсавет
    вёска Падазер'е, Бабыніцкі сельсавет
    вёска Паддуб'е, Бабыніцкі сельсавет
    вёска Паметнікі, Бабыніцкі сельсавет
    вёска Плігаўкі, Бабыніцкі сельсавет
    вёска Рабчонкі, Бабыніцкі сельсавет
    вёска Саланевічы, Бабыніцкі сельсавет
    вёска Саўчонкі, Бабыніцкі сельсавет
    вёска Смолеўшчына, Бабыніцкі сельсавет
    вёска Сушына, Бабыніцкі сельсавет
    вёска Шандзялы, Бабыніцкі сельсавет
    вёска Ахотніца, Баравухскі сельсавет
    вёска Гамзялёва, Баравухскі сельсавет
    вёска Гаравыя, Баравухскі сельсавет
    вёска Гваздова, Баравухскі сельсавет
    вёска Глінішча, Баравухскі сельсавет
    вёска Залессе, Баравухскі сельсавет
    вёска Залоззе, Баравухскі сельсавет
    вёска Калектыўная, Баравухскі сельсавет
    вёска Копцева, Баравухскі сельсавет
    вёска Махірова, Баравухскі сельсавет
    вёска Падзвінне, Баравухскі сельсавет
    вёска Пярханшчына, Баравухскі сельсавет
    вёска Раштова, Баравухскі сельсавет
    вёска Ропна, Баравухскі сельсавет
    рзд Ропна, Баравухскі сельсавет
    вёска Стаськова, Баравухскі сельсавет
    вёска Цюлькі, Баравухскі сельсавет
    вёска Чарнешчына, Баравухскі сельсавет
    вёска Шалашына, Баравухскі сельсавет
    вёска Антанішкі, Вароніцкі сельсавет
    вёска Блізніца, Вароніцкі сельсавет
    вёска Варонічы, Вароніцкі сельсавет
    вёска Грыцкаўшчына, Вароніцкі сельсавет
    вёска Двор Хоццевічы, Вароніцкі сельсавет
    вёска Дубнякі, Вароніцкі сельсавет
    вёска Загорцы, Вароніцкі сельсавет
    вёска Заполле, Вароніцкі сельсавет
    вёска Заскаркі, Вароніцкі сельсавет
    вёска Зыкова, Вароніцкі сельсавет
    вёска Канашы, Вароніцкі сельсавет
    вёска Касарова, Вароніцкі сельсавет
    вёска Касары, Вароніцкі сельсавет
    вёска Кунцэвічы, Вароніцкі сельсавет
    вёска Лагані, Вароніцкі сельсавет
    вёска Мамонава, Вароніцкі сельсавет
    вёска Мар'янполле, Вароніцкі сельсавет
    вёска Маскалеўшчына, Вароніцкі сельсавет
    вёска Мураўшчына, Вароніцкі сельсавет
    вёска Мяніца, Вароніцкі сельсавет
    вёска Саламір'е, Вароніцкі сельсавет
    вёска Старынкі, Вароніцкі сельсавет
    вёска Тадуліна, Вароніцкі сельсавет
    вёска Таўкачы, Вароніцкі сельсавет
    вёска Усомля, Вароніцкі сельсавет
    вёска Хоццевічы, Вароніцкі сельсавет
    вёска Бадзінава, Ветрынскі сельсавет
    вёска Быкаўшчына, Ветрынскі сельсавет
    вёска Бяздзедавічы, Ветрынскі сельсавет
    вёска Вераб'і, Ветрынскі сельсавет
    вёска Воранаўшчына, Ветрынскі сельсавет
    вёска Гара, Ветрынскі сельсавет
    вёска Гараўцы, Ветрынскі сельсавет
    вёска Глінскія, Ветрынскі сельсавет
    вёска Глыбачка, Ветрынскі сельсавет
    вёска Гуры, Ветрынскі сельсавет
    вёска Данева, Ветрынскі сельсавет
    вёска Двор Воранаўшчына, Ветрынскі сельсавет
    вёска Дубраўка, Ветрынскі сельсавет
    вёска Жарнасекі, Ветрынскі сельсавет
    вёска Забалоцце, Ветрынскі сельсавет
    вёска Зазер'е, Ветрынскі сельсавет
    вёска Залессе, Ветрынскі сельсавет
    станцыя Казарма Шлюбоўшчына, Ветрынскі сельсавет
    вёска Катушонкі, Ветрынскі сельсавет
    вёска Качанава, Ветрынскі сельсавет
    вёска Кеўліна, Ветрынскі сельсавет
    вёска Крошына, Ветрынскі сельсавет
    вёска Лагаўцы, Ветрынскі сельсавет
    вёска Левае, Ветрынскі сельсавет
    вёска Малашова, Ветрынскі сельсавет
    вёска Наўліца, Ветрынскі сельсавет
    вёска Нача, Ветрынскі сельсавет
    вёска Паметнікі, Ветрынскі сельсавет
    вёска Петухоўшчына, Ветрынскі сельсавет
    вёска Пліскі, Ветрынскі сельсавет
    вёска Роганава, Ветрынскі сельсавет
    вёска Скараходы, Ветрынскі сельсавет
    вёска Слабада, Ветрынскі сельсавет
    вёска Сцяпанікі, Ветрынскі сельсавет
    вёска Сялко, Ветрынскі сельсавет
    вёска Сяльцо, Ветрынскі сельсавет
    вёска Чубатыя, Ветрынскі сельсавет
    вёска Шкілякі, Ветрынскі сельсавет
    вёска Шлюбоўшчына, Ветрынскі сельсавет
    вёска Адамполле, Гаранскі сельсавет
    вёска Арцюхі, Гаранскі сельсавет
    вёска Асятно, Гаранскі сельсавет
    вёска Базылёўка, Гаранскі сельсавет
    вёска Баравыя, Гаранскі сельсавет
    вёска Баяры, Гаранскі сельсавет
    вёска Бельчанкі, Гаранскі сельсавет
    вёска Валюшчына, Гаранскі сельсавет
    вёска Вялікая Пушча, Гаранскі сельсавет
    вёска Гаравыя, Гаранскі сельсавет
    вёска Гараны, Гаранскі сельсавет
    вёска Давыдзькава, Гаранскі сельсавет
    вёска Дзедуны, Гаранскі сельсавет
    вёска Домнікі, Гаранскі сельсавет
    вёска Залессе, Гаранскі сельсавет
    вёска Замошша, Гаранскі сельсавет
    вёска Зарачаны, Гаранскі сельсавет
    вёска Збродавічы, Гаранскі сельсавет
    вёска Кавуны, Гаранскі сельсавет
    вёска Карпекі, Гаранскі сельсавет
    вёска Катляны, Гаранскі сельсавет
    вёска Кліменкі, Гаранскі сельсавет
    вёска Красновічы, Гаранскі сельсавет
    вёска Крываёўшчына, Гаранскі сельсавет
    вёска Кулькі, Гаранскі сельсавет
    вёска Лазары, Гаранскі сельсавет
    вёска Ліпавая, Гаранскі сельсавет
    вёска Лучна, Гаранскі сельсавет
    вёска Лысае, Гаранскі сельсавет
    вёска Малая Пушча, Гаранскі сельсавет
    вёска Матусава, Гаранскі сельсавет
    вёска Насіліца, Гаранскі сельсавет
    вёска Новыя Гараны, Гаранскі сельсавет
    вёска Піруціна, Гаранскі сельсавет
    вёска Плеханы, Гаранскі сельсавет
    вёска Прудок, Гаранскі сельсавет
    вёска Пусташы, Гаранскі сельсавет
    вёска Рэчыца, Гаранскі сельсавет
    вёска Сафонава, Гаранскі сельсавет
    вёска Святлічышча, Гаранскі сельсавет
    вёска Скарада, Гаранскі сельсавет
    вёска Смарыгі, Гаранскі сельсавет
    вёска Сосніца, Гаранскі сельсавет
    вёска Струнне, Гаранскі сельсавет
    вёска Сувалкава, Гаранскі сельсавет
    вёска Токарава, Гаранскі сельсавет
    вёска Ханякі, Гаранскі сельсавет
    вёска Шарнева, Гаранскі сельсавет
    вёска Шацілава, Гаранскі сельсавет
    вёска Шматова, Гаранскі сельсавет
    вёска Шчарбакі, Гаранскі сельсавет
    вёска Шылы, Гаранскі сельсавет
    вёска Багародзіцкае, Гомельскі сельсавет
    вёска Бікульнічы, Гомельскі сельсавет
    вёска Ваўкі, Гомельскі сельсавет
    вёска Галаўні, Гомельскі сельсавет
    вёска Гаравыя, Гомельскі сельсавет
    вёска Гарнаполле, Гомельскі сельсавет
