Акцябрскі р-н 
Аршанскі р-н 
Асіповіцкі р-н 
Астравецкі р-н 
Ашмянскі р-н 
Бабруйскі р-н 
Баранавіцкі р-н 
Барысаўскі р-н 
Бераставіцкі р-н 
Бешанковіцкі р-н 
Брагінскі р-н 
Браслаўскі р-н 
Брэсцкі р-н 
Буда-Кашалёўскі р-н 
Быхаўскі р-н 
Бялыніцкі р-н 
Бярозаўскі р-н 
Бярэзінскі р-н 
Валожынскі р-н 
Ваўкавыскі р-н 
Верхнядзвінскі р-н 
Веткаўскі р-н 
Вілейскі р-н 
Віцебскі р-н 
Воранаўскі р-н 
Ганцавіцкі р-н 
Гродзенскі р-н 
Гарадоцкі р-н 
Глускі р-н 
Глыбоцкі р-н 
Гомельскі р-н 
Горацкі р-н 
Дзяржынскі р-н 
Дзятлаўскі р-н 
Добрушскі р-н 
Докшыцкі р-н 
Драгічынскі р-н 
Дрыбінскі р-н 
Дубровенскі р-н 
Ельскі р-н 
Жабінкаўскі р-н 
Жлобінскі р-н 
Жыткавіцкі р-н 
Зэльвенскі р-н 
Іванаўскі р-н 
Івацэвіцкі р-н 
Іўеўскі р-н 
Калінкавіцкі р-н 
Камянецкі р-н 
Капыльскі р-н 
Кармянскі р-н 
Карэліцкі р-н 
Касцюковіцкі р-н 
Кіраўскі р-н 
Клецкі р-н 
Клімавіцкі р-н 
Клічаўскі р-н 
Кобрынскі р-н 
Краснапольскі р-н 
Круглянскі р-н 
Крупскі р-н 
Крычаўскі р-н 
Лагойскі р-н 
Лельчыцкі р-н 
Лепельскі р-н 
Лёзненскі р-н 
Лідскі р-н 
Лоеўскі р-н 
Лунінецкі р-н 
Любанскі р-н 
Ляхавіцкі р-н 
Магілёўскі р-н 
Мазырскі р-н 
Маладзечанскі р-н 
Маларыцкі р-н 
Мастоўскі р-н 
Мінскі р-н 
Мёрскі р-н 
Мсціслаўскі р-н 
Мядзельскі р-н 
Навагрудскі р-н 
Нараўлянскі р-н 
Нясвіжскі р-н 
Пастаўскі р-н 
Петрыкаўскі р-н 
Пінскі р-н 
Полацкі р-н 
Пружанскі р-н 
Пухавіцкі р-н 
Рагачоўскі р-н 
Расонскі р-н 
Рэчыцкі р-н 
Салігорскі р-н 
Сенненскі р-н 
Слаўгарадскі р-н 
Слонімскі р-н 
Слуцкі р-н 
Смалявіцкі р-н 
Смаргонскі р-н 
Старадарожскі р-н 
Стаўбцоўскі р-н 
Столінскі р-н 
Светлагорскі р-н 
Свіслацкі р-н 
Талачынскі р-н 
Уздзенскі р-н 
Ушацкі р-н 
Хойніцкі р-н 
Хоцімскі р-н 
Чавускі р-н 
Чачэрскі р-н 
Чашніцкі р-н 
Чэрвеньскі р-н 
Чэрыкаўскі р-н 
Шаркоўшчынскі р-н 
Шклоўскі р-н 
Шумілінскі р-н 
Шчучынскі р-н 
